path_kind,pcie_effective_bandwidth_GBps,one_way_fixed_latency_us,fpga_linear_speedup_over_gpu,policy,analytical_makespan_us,speedup_vs_gpu_only,offloaded_linear_tasks,cross_device_edges,logical_cross_device_bytes,physical_link_bytes,valid_for_target_prediction
shared_mapped_one_copy,2,20,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,20,4,static_all_fpga,69882.15444800003,0.31745409178115164,49,97,116198400,116198400,False
shared_mapped_one_copy,2,20,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,20,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,20,8,static_all_fpga,67759.917544,0.32739673653815415,49,97,116198400,116198400,False
shared_mapped_one_copy,2,20,8,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,20,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,20,16,static_all_fpga,66698.79909199997,0.3326053268425468,49,97,116198400,116198400,False
shared_mapped_one_copy,2,20,16,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,2,static_all_fpga,77036.6282560001,0.28797179178558036,49,97,116198400,116198400,False
shared_mapped_one_copy,2,50,2,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,4,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,4,static_all_fpga,72792.15444800004,0.3047632817056911,49,97,116198400,116198400,False
shared_mapped_one_copy,2,50,4,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,8,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,8,static_all_fpga,70669.91754400004,0.3139154062007745,49,97,116198400,116198400,False
shared_mapped_one_copy,2,50,8,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,16,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,2,50,16,static_all_fpga,69608.799092,0.3187007413054138,49,97,116198400,116198400,False
shared_mapped_one_copy,2,50,16,communication_eft,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,2,gpu_only,22184.375872000015,1.0,0,0,0,0,False
shared_mapped_one_copy,4,5,2,static_all_fpga,43622.02825600008,0.5085590184346511,49,97,116198400,116198400,False
